,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Soil_Type1,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type17,Soil_Type2,Soil_Type22,Soil_Type23,Soil_Type29,Soil_Type3,Soil_Type30,Soil_Type35,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type4,Soil_Type40,Soil_Type5,Soil_Type6,Vertical_Distance_To_Hydrology,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4
1955,312,2611,204,145,213,598,182,1061,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,1,0
1956,320,2621,195,148,207,589,212,1040,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1,0
1957,20,2656,121,202,193,644,450,797,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,1,0
1958,36,2527,117,217,203,942,0,765,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1959,294,2223,212,156,230,511,212,108,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,1
1960,289,3346,189,190,239,1677,513,3288,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,1,0,0,0
1961,73,3384,59,240,183,2006,180,3008,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,1,0,0,0
1962,84,3046,125,233,225,1188,618,1384,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-19,1,0,0,0
1963,95,2870,86,246,210,874,306,819,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,1,0,0,0
1964,63,2704,73,233,186,999,85,95,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,1,0,0,0
1965,197,3018,163,218,246,2588,711,2123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0
1966,315,2890,172,201,234,1869,342,1595,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,1,0
1967,270,2092,235,131,234,85,150,270,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,0,0,0,1
1968,54,2110,71,225,177,466,342,390,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1
1969,104,3208,104,243,221,2647,30,2455,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
1970,106,2916,84,249,213,899,451,972,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,1,0,0,0
1971,71,2709,74,238,192,973,108,108,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,1,0,0,0
1972,180,3011,156,223,244,2698,573,1982,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,1,0
1973,97,2964,104,242,219,2856,361,1704,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,1,0
1974,80,2813,38,243,173,1517,339,1691,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,1,0
1975,312,2641,205,142,211,648,210,1084,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0
1976,339,2694,171,166,202,633,420,957,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,1,0
1977,39,2544,111,218,199,979,0,824,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1978,80,2594,84,241,202,1550,268,1348,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,1,0
1979,65,2206,31,229,155,361,210,201,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,1
1980,303,2175,220,120,208,108,270,391,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0,0,0,1
1981,170,2194,130,229,242,175,300,481,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175,0,0,0,1
1982,73,2132,53,239,179,488,365,408,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,1
1983,76,2699,61,241,186,966,108,108,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,1,0,0,0
1984,296,2611,222,130,218,702,120,1167,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0
1985,306,2639,212,136,213,684,180,1126,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0
1986,320,2671,196,145,205,666,270,1068,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,1,0
1987,51,2557,93,225,192,977,42,849,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0
1988,318,2000,172,201,234,268,30,108,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1989,166,2162,107,226,230,242,277,543,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,1
1990,339,3352,164,204,230,2255,42,2790,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
1991,64,2746,76,234,189,875,212,216,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89,1,0,0,0
1992,78,2714,75,242,196,924,150,150,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,1,0,0,0
1993,155,2999,144,230,241,2097,636,1731,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,1,0
1994,197,3008,163,218,246,2591,591,1996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,1,0
1995,285,2633,226,139,229,721,153,1168,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0
1996,323,2510,188,163,214,1752,30,1454,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
1997,355,2003,157,211,230,283,0,127,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,170,2143,116,223,234,258,247,547,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,1
1999,21,3356,146,215,224,2222,0,2802,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2000,294,3374,197,178,236,2347,134,2713,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1,0,0,0
2001,102,3359,95,245,217,2449,247,2646,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,0,0,0
2002,100,3352,110,241,222,2475,277,2630,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,0,0
2003,104,2822,87,248,214,721,90,646,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0
2004,61,2764,72,231,183,834,255,258,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,1,0,0,0
2005,63,2752,69,233,183,849,234,234,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,1,0,0,0
2006,306,2584,201,162,224,792,60,1273,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
2007,296,2595,216,144,224,780,85,1252,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0
2008,339,2765,170,158,194,1092,402,1116,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0
2009,319,2529,196,146,207,1758,60,1438,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0
2010,318,2538,199,140,204,1782,85,1410,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0
2011,287,2223,177,202,240,361,301,30,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1
2012,47,2004,135,223,223,300,0,150,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,197,2129,164,191,245,324,242,598,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1
2014,177,2151,140,224,245,430,295,481,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,1
2015,99,2077,54,252,194,518,285,331,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,1
2016,180,3379,157,219,238,2388,175,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1,0,0,0
2017,43,2786,129,222,217,778,285,324,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0
2018,227,2992,192,195,253,1852,607,1434,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1,0
2019,296,2683,222,131,219,760,256,1158,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,1,0
2020,308,2726,210,137,212,751,342,1107,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,1,0
2021,317,2751,196,155,214,752,430,1061,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,1,0
2022,318,2519,194,157,214,1692,30,1505,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
2023,320,2572,197,137,201,1814,124,1369,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,1,0
2024,36,2588,121,218,207,1914,30,1262,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
2025,343,2026,165,160,192,391,42,108,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1
2026,73,2006,115,233,218,319,0,170,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2027,271,2026,242,114,228,277,60,212,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1
2028,280,3379,190,191,241,1910,408,3055,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
2029,358,3364,156,211,229,2281,30,2736,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0
2030,305,3366,181,194,235,2330,90,2700,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0
2031,98,3365,90,246,213,2455,240,2613,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,0,0
2032,100,3344,118,238,226,2531,323,2563,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,0
2033,100,3330,87,247,212,2583,283,2531,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,1,0,0,0
2034,87,2707,64,247,195,872,134,150,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,1,0,0,0
2035,325,2770,189,154,206,785,466,1073,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0
2036,30,2582,115,211,196,1012,42,972,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
2037,333,2589,172,190,223,1950,30,1224,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
2038,323,2024,194,127,190,458,30,85,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1
2039,79,2006,95,240,209,339,0,192,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2040,352,3366,158,211,231,2298,30,2713,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
2041,257,3377,173,208,243,2396,150,2640,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,0
2042,93,3374,106,241,219,2446,210,2605,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,0,0,0
2043,118,3293,73,252,211,2676,190,2460,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1,0,0,0
2044,51,2793,139,223,227,711,272,384,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0
2045,75,2791,130,229,226,726,301,360,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0
2046,167,2969,143,231,244,2735,228,1622,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1,0
2047,302,2637,216,135,215,845,150,1279,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,0
2048,297,2651,227,115,211,837,180,1260,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,1,0
2049,299,2685,221,128,215,824,240,1224,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,1,0
2050,35,2607,121,217,206,1857,30,1317,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
2051,327,2041,189,122,182,474,60,108,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1
2052,70,2010,69,238,188,361,0,212,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2053,155,2107,63,229,205,285,120,470,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1
2054,181,2070,142,216,244,342,134,579,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1
2055,107,2051,64,252,203,420,180,228,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1
2056,271,3341,199,184,244,1809,424,3167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,1,0,0,0
2057,106,3251,125,235,229,2795,67,2375,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0
2058,115,2821,117,240,228,607,162,752,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0
2059,89,2764,66,247,197,750,268,270,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123,1,0,0,0
2060,87,2750,58,247,191,768,240,240,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118,1,0,0,0
2061,323,2787,192,146,203,842,450,1140,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,1,0
2062,34,2596,97,208,180,947,30,1036,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
2063,343,2616,166,173,204,1790,60,1384,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
2064,9,2617,141,201,207,1816,30,1358,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
2065,332,2622,180,150,196,1973,108,1207,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0
2066,348,2009,161,196,219,671,30,67,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1
2067,53,2006,120,227,215,366,0,255,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2068,116,2016,53,254,200,361,120,162,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1
2069,28,3372,148,218,230,2287,0,2704,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2070,108,3360,88,248,215,2505,247,2539,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0
2071,321,2812,170,203,234,582,108,592,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0
2072,58,2803,143,223,230,631,228,450,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0
2073,75,2793,115,234,218,674,313,360,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
2074,87,2764,67,246,196,726,270,270,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132,1,0,0,0
2075,94,2695,48,250,188,828,120,120,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,1,0,0,0
2076,174,2980,155,222,242,2227,525,2118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0
2077,302,2654,217,130,213,902,153,1326,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0
2078,60,2725,88,231,195,1050,124,1357,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0
2079,331,2622,182,155,202,1749,90,1425,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
2080,29,2005,144,218,226,376,0,297,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2081,136,2028,67,250,212,424,175,212,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1
2082,116,3367,100,246,223,2497,228,2532,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0
2083,92,3299,49,250,188,2697,162,2398,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,0,0,0
2084,82,3261,98,240,212,2773,95,2352,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0
2085,81,2795,110,237,218,649,323,360,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0
2086,100,2693,41,252,187,807,120,120,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,1,0,0,0
2087,301,2768,221,124,211,900,365,1235,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,1,0
2088,311,2808,207,138,210,902,454,1194,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,1,0
2089,26,2635,113,204,188,1786,30,1390,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
2090,58,2013,78,230,186,402,0,319,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2091,196,2027,167,211,252,402,42,592,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1
2092,259,2062,216,166,247,469,95,497,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1
2093,120,2032,38,254,193,459,190,228,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1
2094,37,3378,146,220,229,2301,0,2678,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2095,122,3361,99,247,224,2514,242,2508,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0
2096,104,3320,99,245,219,2663,170,2405,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1,0,0,0
2097,97,3312,80,248,208,2688,150,2388,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,0,0,0
2098,69,3237,92,236,203,2366,124,2089,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0
2099,44,3172,119,222,210,2103,30,1959,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
2100,63,2806,134,226,226,592,283,420,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0
2101,102,2707,40,253,187,765,150,150,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,1,0,0,0
2102,292,2641,224,133,222,977,124,1410,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0
2103,301,2778,221,124,211,930,371,1262,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,1,0
2104,17,2651,108,185,169,874,120,1116,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0
2105,31,2645,84,197,162,866,90,1120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0
2106,31,2646,105,208,186,1772,30,1406,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0
2107,332,2669,180,149,196,1959,175,1237,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0
2108,323,2035,191,154,209,716,95,150,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1
2109,36,2008,152,219,234,418,0,361,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2110,247,2093,218,164,250,552,127,402,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1
2111,102,3365,98,245,218,2508,218,2502,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2112,67,3266,107,233,211,2805,67,2300,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2113,12,2807,147,211,221,480,190,720,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
2114,49,2809,142,222,229,551,277,450,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0
2115,100,2794,96,245,216,600,342,360,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162,1,0,0,0
2116,105,2784,79,250,210,618,313,330,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,1,0,0,0
2117,108,2760,71,252,207,658,256,270,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,128,1,0,0,0
2118,107,2748,64,252,203,679,228,240,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,1,0,0,0
2119,127,2900,122,239,232,2524,30,1384,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
2120,297,2742,223,127,216,967,295,1333,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,1,0
2121,298,2786,222,128,216,960,379,1288,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,1,0
2122,300,2800,217,136,218,960,408,1275,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,1,0
2123,330,2541,172,193,226,1473,0,1705,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2124,341,2647,168,167,200,1811,30,1374,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
2125,322,2716,192,154,209,2084,319,1146,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,1,0
2126,313,2045,201,152,216,732,124,170,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1
2127,83,2023,0,245,176,457,30,361,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1
2128,58,2011,129,227,222,446,0,382,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2129,256,2013,204,181,248,437,0,404,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130,342,2021,167,185,214,437,30,576,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2131,125,1974,86,250,219,390,85,124,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1
2132,65,3389,112,232,214,2295,85,2674,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0
2133,101,3317,106,242,221,2696,127,2355,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,1,0,0,0
2134,0,3273,154,206,222,2560,190,2135,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0
2135,104,2792,88,248,214,576,335,360,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160,1,0,0,0
2136,99,2681,42,252,187,750,108,120,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,1,0,0,0
2137,41,2832,110,219,200,2295,85,1170,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
2138,318,2548,190,169,221,1456,0,1719,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2139,333,2688,179,152,197,1907,150,1298,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0
2140,330,2714,183,151,200,2017,270,1209,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,1,0
2141,331,2721,181,153,200,2045,300,1188,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,1,0
